timestep	evaders	pursuers	evader_capture_status
40	[[5, 19], [17, 7], [4, 28], [11, 29], [25, 15], [35, 33], [8, 31], [20, 16], [12, 27], [18, 28], [33, 38], [26, 29], [21, 10], [24, 38], [11, 35], [34, 7], [30, 18], [25, 9], [29, 29], [15, 13], [5, 6], [24, 32], [28, 5], [27, 24], [22, 26], [10, 5], [14, 22], [25, 20], [14, 34], [18, 32]]	[[35, 32], [6, 38], [4, 29], [9, 34], [12, 28], [31, 28], [34, 38], [25, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
41	[[4, 19], [16, 7], [5, 28], [10, 29], [25, 14], [34, 33], [7, 31], [19, 16], [12, 26], [18, 27], [32, 38], [25, 29], [21, 11], [23, 38], [11, 36], [33, 7], [31, 18], [26, 9], [28, 29], [14, 13], [5, 7], [24, 33], [27, 5], [27, 23], [22, 25], [11, 5], [14, 21], [24, 20], [15, 34], [19, 32]]	[[35, 33], [7, 38], [4, 28], [10, 34], [12, 27], [30, 28], [33, 38], [24, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
42	[[5, 19], [15, 7], [5, 29], [9, 29], [24, 14], [34, 32], [6, 31], [19, 17], [13, 26], [17, 27], [31, 38], [25, 30], [20, 11], [23, 37], [12, 36], [33, 8], [31, 17], [27, 9], [27, 29], [14, 14], [4, 7], [25, 33], [27, 4], [28, 23], [21, 25], [11, 6], [13, 21], [23, 20], [15, 33], [19, 31]]	[[34, 33], [7, 37], [5, 28], [10, 35], [12, 26], [29, 28], [32, 38], [23, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
43	[[4, 19], [16, 7], [4, 29], [10, 29], [25, 14], [35, 32], [6, 32], [19, 16], [13, 27], [17, 28], [30, 38], [24, 30], [19, 11], [24, 37], [13, 36], [32, 8], [30, 17], [28, 9], [26, 29], [14, 15], [5, 7], [26, 33], [27, 5], [28, 22], [21, 26], [10, 6], [13, 20], [23, 19], [16, 33], [20, 31]]	[[34, 32], [7, 36], [5, 29], [11, 35], [13, 26], [28, 28], [31, 38], [23, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
44	[[5, 19], [15, 7], [4, 28], [10, 30], [25, 13], [35, 33], [6, 31], [20, 16], [13, 28], [17, 29], [30, 37], [23, 30], [19, 12], [24, 38], [14, 36], [33, 8], [29, 17], [29, 9], [25, 29], [14, 14], [4, 7], [27, 33], [27, 4], [27, 22], [21, 25], [11, 6], [13, 19], [23, 20], [17, 33], [20, 30]]	[[35, 32], [6, 36], [4, 29], [12, 35], [13, 27], [27, 28], [30, 38], [24, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
45	[[5, 20], [15, 8], [5, 28], [10, 29], [25, 12], [35, 34], [7, 31], [21, 16], [13, 29], [17, 28], [31, 37], [22, 30], [19, 11], [23, 38], [14, 37], [34, 8], [29, 18], [29, 8], [25, 30], [13, 14], [5, 7], [28, 33], [27, 5], [27, 23], [20, 25], [10, 6], [13, 18], [22, 20], [18, 33], [21, 30]]	[[35, 33], [5, 36], [4, 28], [13, 35], [13, 28], [26, 28], [30, 37], [24, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
46	[[5, 21], [15, 7], [5, 29], [10, 30], [25, 11], [35, 35], [8, 31], [21, 15], [13, 30], [17, 27], [31, 38], [22, 31], [18, 11], [23, 37], [15, 37], [35, 8], [28, 18], [29, 9], [25, 31], [13, 13], [4, 7], [29, 33], [27, 4], [28, 23], [19, 25], [10, 7], [13, 19], [22, 21], [18, 32], [20, 30]]	[[35, 34], [4, 36], [5, 28], [13, 36], [13, 29], [26, 29], [31, 37], [23, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
47	[[6, 21], [15, 6], [5, 30], [10, 31], [24, 11], [35, 36], [8, 32], [20, 15], [13, 31], [16, 27], [30, 38], [22, 32], [17, 11], [24, 37], [16, 37], [34, 8], [28, 19], [29, 8], [24, 31], [12, 13], [5, 7], [29, 34], [27, 5], [27, 23], [20, 25], [9, 7], [13, 20], [21, 21], [19, 32], [20, 29]]	[[35, 35], [3, 36], [5, 29], [14, 36], [13, 30], [26, 30], [31, 38], [23, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
48	[[6, 20], [14, 6], [5, 31], [10, 32], [24, 12], [34, 36], [8, 33], [20, 16], [13, 32], [15, 27], [29, 38], [21, 32], [17, 10], [25, 37], [17, 37], [34, 7], [29, 19], [29, 9], [24, 32], [11, 13], [4, 7], [29, 35], [27, 4], [27, 24], [20, 24], [10, 7], [13, 21], [22, 21], [19, 33], [20, 28]]	[[35, 36], [3, 37], [5, 30], [15, 36], [13, 31], [25, 30], [30, 38], [24, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
49	[[5, 20], [14, 5], [4, 31], [11, 32], [23, 12], [34, 35], [8, 34], [19, 16], [13, 33], [15, 26], [29, 37], [21, 33], [17, 11], [25, 38], [18, 37], [34, 8], [28, 19], [28, 9], [23, 32], [11, 14], [5, 7], [29, 34], [27, 5], [26, 24], [19, 24], [10, 6], [12, 21], [22, 20], [18, 33], [20, 27]]	[[34, 36], [4, 37], [5, 31], [16, 36], [13, 32], [25, 31], [29, 38], [25, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
50	[[5, 19], [15, 5], [4, 30], [11, 31], [22, 12], [35, 35], [8, 35], [19, 15], [13, 34], [15, 27], [30, 37], [20, 33], [16, 11], [24, 38], [19, 37], [33, 8], [28, 18], [29, 9], [23, 33], [10, 14], [4, 7], [29, 33], [26, 5], [25, 24], [18, 24], [10, 5], [13, 21], [21, 20], [18, 32], [21, 27]]	[[34, 35], [5, 37], [4, 31], [17, 36], [13, 33], [24, 31], [29, 37], [25, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
51	[[4, 19], [15, 4], [5, 30], [11, 30], [23, 12], [35, 36], [8, 34], [18, 15], [13, 35], [16, 27], [31, 37], [20, 34], [15, 11], [23, 38], [20, 37], [33, 7], [28, 19], [28, 9], [23, 34], [9, 14], [5, 7], [30, 33], [26, 4], [26, 24], [19, 24], [10, 6], [13, 22], [20, 20], [18, 31], [21, 26]]	[[35, 35], [5, 36], [4, 30], [18, 36], [13, 34], [24, 32], [30, 37], [24, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
52	[[5, 19], [15, 5], [5, 31], [10, 30], [23, 11], [35, 37], [8, 33], [17, 15], [13, 36], [15, 27], [32, 37], [20, 33], [15, 10], [23, 37], [20, 38], [34, 7], [28, 18], [28, 8], [22, 34], [9, 15], [4, 7], [29, 33], [26, 5], [25, 24], [18, 24], [11, 6], [13, 21], [21, 20], [18, 30], [22, 26]]	[[35, 36], [4, 36], [5, 30], [19, 36], [13, 35], [24, 33], [31, 37], [23, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
53	[[5, 20], [15, 4], [4, 31], [10, 29], [22, 11], [35, 38], [7, 33], [17, 14], [13, 37], [14, 27], [32, 38], [20, 32], [14, 10], [24, 37], [19, 38], [34, 6], [27, 18], [28, 7], [21, 34], [10, 15], [5, 7], [29, 32], [25, 5], [26, 24], [19, 24], [10, 6], [13, 22], [21, 19], [18, 29], [22, 27]]	[[35, 37], [4, 35], [5, 31], [19, 37], [13, 36], [23, 33], [32, 37], [23, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
54	[[4, 20], [15, 5], [4, 30], [10, 28], [22, 10], [34, 38], [8, 33], [17, 15], [14, 37], [15, 27], [31, 38], [19, 32], [13, 10], [25, 37], [18, 38], [34, 5], [26, 18], [29, 7], [21, 33], [10, 16], [4, 7], [28, 32], [24, 5], [26, 23], [19, 23], [10, 5], [12, 22], [20, 19], [18, 28], [23, 27]]	[[35, 38], [4, 34], [4, 31], [19, 38], [13, 37], [22, 33], [32, 38], [24, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
55	[[5, 20], [15, 4], [5, 30], [9, 28], [22, 11], [34, 37], [8, 32], [17, 14], [14, 38], [15, 28], [30, 38], [19, 31], [13, 11], [26, 37], [18, 37], [34, 4], [26, 19], [28, 7], [21, 32], [9, 16], [5, 7], [28, 31], [24, 6], [26, 22], [18, 23], [11, 5], [13, 22], [21, 19], [18, 27], [24, 27]]	[[34, 38], [4, 33], [4, 30], [18, 38], [14, 37], [21, 33], [31, 38], [25, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
56	[[5, 21], [15, 5], [5, 31], [10, 28], [22, 10], [35, 37], [9, 32], [17, 15], [13, 38], [14, 28], [30, 37], [19, 30], [12, 11], [26, 38], [19, 37], [34, 5], [27, 19], [29, 7], [22, 32], [10, 16], [5, 8], [27, 31], [23, 6], [26, 23], [19, 23], [10, 5], [13, 21], [21, 18], [19, 27], [24, 26]]	[[34, 37], [5, 33], [5, 30], [18, 37], [14, 38], [21, 32], [30, 38], [26, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
57	[[6, 21], [15, 4], [4, 31], [10, 27], [22, 11], [35, 38], [10, 32], [16, 15], [12, 38], [15, 28], [31, 37], [18, 30], [11, 11], [25, 38], [20, 37], [34, 4], [26, 19], [29, 8], [23, 32], [10, 15], [6, 8], [28, 31], [23, 5], [26, 22], [19, 22], [11, 5], [14, 21], [20, 18], [19, 26], [25, 26]]	[[35, 37], [5, 32], [5, 31], [19, 37], [13, 38], [22, 32], [30, 37], [26, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
58	[[7, 21], [15, 5], [4, 30], [10, 26], [22, 12], [34, 38], [11, 32], [15, 15], [11, 38], [15, 29], [31, 38], [18, 31], [12, 11], [24, 38], [20, 38], [34, 5], [26, 18], [29, 9], [24, 32], [11, 15], [6, 9], [29, 31], [22, 5], [26, 23], [20, 22], [11, 4], [13, 21], [21, 18], [20, 26], [25, 27]]	[[35, 38], [4, 32], [4, 31], [20, 37], [12, 38], [23, 32], [31, 37], [25, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
59	[[7, 20], [15, 6], [5, 30], [10, 27], [23, 12], [34, 37], [11, 33], [16, 15], [10, 38], [14, 29], [30, 38], [18, 30], [13, 11], [24, 37], [19, 38], [34, 6], [26, 17], [29, 10], [24, 33], [11, 16], [7, 9], [29, 30], [21, 5], [27, 23], [20, 21], [11, 5], [13, 22], [21, 19], [20, 25], [26, 27]]	[[34, 38], [4, 31], [4, 30], [20, 38], [11, 38], [24, 32], [31, 38], [24, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
60	[[6, 20], [16, 6], [6, 30], [10, 26], [22, 12], [35, 37], [11, 32], [17, 15], [9, 38], [14, 30], [29, 38], [18, 31], [12, 11], [25, 37], [18, 38], [34, 7], [27, 17], [30, 10], [25, 33], [10, 16], [7, 10], [30, 30], [22, 5], [28, 23], [19, 21], [10, 5], [13, 23], [20, 19], [20, 26], [26, 26]]	[[34, 37], [5, 31], [5, 30], [19, 38], [10, 38], [24, 33], [30, 38], [24, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
61	[[5, 20], [16, 5], [7, 30], [11, 26], [22, 11], [35, 38], [10, 32], [16, 15], [8, 38], [14, 31], [29, 37], [18, 30], [13, 11], [25, 38], [17, 38], [34, 8], [27, 16], [29, 10], [26, 33], [9, 16], [7, 9], [30, 29], [22, 6], [28, 22], [18, 21], [10, 6], [14, 23], [21, 19], [21, 26], [25, 26]]	[[35, 37], [6, 31], [6, 30], [18, 38], [9, 38], [25, 33], [29, 38], [25, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
62	[[5, 21], [15, 5], [8, 30], [11, 25], [21, 11], [34, 38], [11, 32], [15, 15], [7, 38], [14, 30], [30, 37], [19, 30], [13, 10], [24, 38], [16, 38], [33, 8], [27, 15], [29, 11], [27, 33], [10, 16], [7, 10], [31, 29], [22, 5], [28, 21], [17, 21], [10, 7], [14, 24], [22, 19], [21, 27], [26, 26]]	[[35, 38], [7, 31], [7, 30], [17, 38], [8, 38], [26, 33], [29, 37], [25, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
63	[[6, 21], [14, 5], [9, 30], [11, 24], [21, 12], [34, 37], [12, 32], [15, 14], [6, 38], [15, 30], [30, 38], [18, 30], [12, 10], [23, 38], [16, 37], [33, 9], [27, 16], [29, 10], [28, 33], [9, 16], [7, 11], [32, 29], [21, 5], [29, 21], [17, 22], [9, 7], [15, 24], [21, 19], [22, 27], [26, 27]]	[[34, 38], [8, 31], [8, 30], [16, 38], [7, 38], [27, 33], [30, 37], [24, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
64	[[6, 22], [13, 5], [10, 30], [10, 24], [20, 12], [35, 37], [12, 33], [15, 15], [5, 38], [15, 31], [29, 38], [19, 30], [12, 9], [22, 38], [17, 37], [33, 8], [26, 16], [29, 9], [29, 33], [9, 15], [6, 11], [33, 29], [20, 5], [29, 20], [18, 22], [9, 6], [16, 24], [21, 20], [21, 27], [27, 27]]	[[34, 37], [9, 31], [9, 30], [16, 37], [6, 38], [28, 33], [30, 38], [23, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
65	[[5, 22], [14, 5], [11, 30], [11, 24], [20, 13], [35, 38], [13, 33], [14, 15], [4, 38], [16, 31], [28, 38], [20, 30], [13, 9], [22, 37], [17, 38], [33, 7], [26, 15], [28, 9], [29, 34], [8, 15], [6, 10], [34, 29], [19, 5], [28, 20], [18, 21], [9, 5], [16, 25], [22, 20], [22, 27], [26, 27]]	[[35, 37], [10, 31], [10, 30], [17, 37], [5, 38], [29, 33], [29, 38], [22, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
66	[[4, 22], [15, 5], [12, 30], [10, 24], [20, 13], [34, 38], [13, 34], [13, 15], [4, 37], [17, 31], [27, 38], [21, 30], [13, 10], [23, 37], [16, 38], [32, 7], [25, 15], [28, 10], [28, 34], [8, 14], [5, 10], [35, 29], [19, 4], [28, 19], [18, 20], [9, 6], [16, 26], [22, 19], [22, 26], [27, 27]]	[[35, 38], [11, 31], [11, 30], [17, 38], [4, 38], [29, 34], [28, 38], [22, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
67	[[5, 22], [14, 5], [13, 30], [9, 24], [20, 14], [33, 38], [14, 34], [14, 15], [5, 37], [18, 31], [26, 38], [22, 30], [13, 11], [23, 38], [15, 38], [32, 8], [25, 14], [29, 10], [27, 34], [8, 15], [4, 10], [34, 29], [19, 5], [28, 20], [18, 19], [8, 6], [17, 26], [23, 19], [21, 26], [28, 27]]	[[34, 38], [12, 31], [12, 30], [16, 38], [4, 37], [28, 34], [27, 38], [23, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
68	[[4, 22], [14, 6], [14, 30], [9, 25], [19, 14], [33, 37], [15, 34], [15, 15], [6, 37], [19, 31], [26, 37], [23, 30], [13, 12], [22, 38], [14, 38], [33, 8], [26, 14], [28, 10], [26, 34], [8, 16], [5, 10], [33, 29], [19, 4], [29, 20], [18, 20], [7, 6], [17, 25], [23, 18], [22, 26], [27, 27]]	[[33, 38], [13, 31], [13, 30], [15, 38], [5, 37], [27, 34], [26, 38], [23, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
69	[[5, 22], [13, 6], [15, 30], [9, 24], [20, 14], [34, 37], [16, 34], [15, 14], [7, 37], [19, 30], [27, 37], [23, 29], [13, 13], [21, 38], [13, 38], [34, 8], [26, 15], [27, 10], [26, 33], [8, 17], [4, 10], [33, 30], [19, 5], [28, 20], [19, 20], [8, 6], [17, 24], [24, 18], [23, 26], [28, 27]]	[[33, 37], [14, 31], [14, 30], [14, 38], [6, 37], [26, 34], [26, 37], [22, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
70	[[4, 22], [13, 5], [16, 30], [9, 25], [20, 13], [35, 37], [17, 34], [15, 15], [8, 37], [20, 30], [28, 37], [24, 29], [12, 13], [20, 38], [12, 38], [33, 8], [25, 15], [26, 10], [27, 33], [9, 17], [5, 10], [33, 31], [18, 5], [28, 19], [20, 20], [7, 6], [17, 25], [24, 19], [23, 25], [29, 27]]	[[34, 37], [15, 31], [15, 30], [13, 38], [7, 37], [26, 33], [27, 37], [21, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
71	[[5, 22], [13, 6], [17, 30], [9, 26], [20, 14], [35, 38], [18, 34], [15, 16], [8, 38], [21, 30], [29, 37], [24, 28], [11, 13], [19, 38], [12, 37], [32, 8], [24, 15], [25, 10], [27, 34], [9, 18], [5, 11], [33, 32], [19, 5], [29, 19], [21, 20], [7, 5], [17, 24], [25, 19], [24, 25], [29, 26]]	[[35, 37], [16, 31], [16, 30], [12, 38], [8, 37], [27, 33], [28, 37], [20, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
72	[[4, 22], [12, 6], [18, 30], [8, 26], [20, 15], [34, 38], [19, 34], [15, 17], [7, 38], [22, 30], [30, 37], [25, 28], [11, 12], [18, 38], [13, 37], [32, 9], [25, 15], [24, 10], [26, 34], [8, 18], [5, 12], [33, 31], [18, 5], [29, 18], [21, 19], [7, 6], [17, 25], [25, 18], [25, 25], [30, 26]]	[[35, 38], [17, 31], [17, 30], [12, 37], [8, 38], [27, 34], [29, 37], [19, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
73	[[5, 22], [12, 5], [19, 30], [8, 27], [20, 14], [34, 37], [20, 34], [15, 18], [6, 38], [22, 29], [31, 37], [26, 28], [11, 13], [18, 37], [14, 37], [32, 10], [25, 14], [23, 10], [25, 34], [7, 18], [4, 12], [34, 31], [17, 5], [30, 18], [22, 19], [7, 7], [17, 24], [25, 17], [25, 24], [31, 26]]	[[34, 38], [18, 31], [18, 30], [13, 37], [7, 38], [26, 34], [30, 37], [18, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
74	[[4, 22], [11, 5], [20, 30], [9, 27], [20, 15], [35, 37], [21, 34], [16, 18], [5, 38], [22, 28], [31, 38], [27, 28], [11, 14], [19, 37], [14, 38], [31, 10], [26, 14], [23, 9], [25, 33], [8, 18], [5, 12], [35, 31], [17, 4], [31, 18], [22, 18], [7, 8], [16, 24], [26, 17], [26, 24], [30, 26]]	[[34, 37], [19, 31], [19, 30], [14, 37], [6, 38], [25, 34], [31, 37], [18, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
75	[[5, 22], [11, 6], [21, 30], [9, 26], [20, 14], [35, 38], [22, 34], [15, 18], [4, 38], [23, 28], [30, 38], [28, 28], [11, 13], [20, 37], [13, 38], [31, 11], [27, 14], [22, 9], [26, 33], [9, 18], [5, 13], [34, 31], [17, 5], [31, 19], [23, 18], [8, 8], [15, 24], [26, 16], [25, 24], [31, 26]]	[[35, 37], [20, 31], [20, 30], [14, 38], [5, 38], [25, 33], [31, 38], [19, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
76	[[4, 22], [12, 6], [22, 30], [9, 27], [19, 14], [34, 38], [23, 34], [15, 17], [4, 37], [23, 27], [29, 38], [28, 27], [11, 14], [20, 38], [12, 38], [32, 11], [27, 13], [21, 9], [27, 33], [9, 17], [5, 14], [34, 32], [17, 6], [31, 18], [23, 19], [7, 8], [14, 24], [27, 16], [24, 24], [32, 26]]	[[35, 38], [21, 31], [21, 30], [13, 38], [4, 38], [26, 33], [30, 38], [20, 37]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
77	[[5, 22], [12, 7], [23, 30], [9, 26], [19, 15], [34, 37], [24, 34], [16, 17], [5, 37], [24, 27], [29, 37], [29, 27], [12, 14], [19, 38], [11, 38], [33, 11], [27, 14], [22, 9], [27, 34], [10, 17], [5, 15], [33, 32], [17, 5], [31, 17], [23, 18], [7, 9], [14, 25], [26, 16], [25, 24], [32, 25]]	[[34, 38], [22, 31], [22, 30], [12, 38], [4, 37], [27, 33], [29, 38], [20, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
78	[[4, 22], [11, 7], [24, 30], [8, 26], [20, 15], [35, 37], [24, 35], [16, 18], [6, 37], [25, 27], [30, 37], [28, 27], [12, 13], [18, 38], [10, 38], [32, 11], [27, 13], [21, 9], [27, 35], [9, 17], [5, 16], [33, 31], [17, 6], [32, 17], [23, 19], [6, 9], [13, 25], [27, 16], [24, 24], [33, 25]]	[[34, 37], [23, 31], [23, 30], [11, 38], [5, 37], [27, 34], [29, 37], [19, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
79	[[5, 22], [10, 7], [25, 30], [8, 27], [19, 15], [35, 38], [24, 34], [16, 18], [6, 38], [26, 27], [31, 37], [29, 27], [12, 14], [17, 38], [10, 37], [32, 12], [28, 13], [22, 9], [27, 36], [10, 17], [5, 17], [32, 31], [17, 7], [33, 17], [23, 18], [5, 9], [14, 25], [27, 17], [23, 24], [34, 25]]	[[35, 37], [24, 31], [24, 30], [10, 38], [6, 37], [27, 35], [30, 37], [18, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
80	[[5, 21], [9, 7], [26, 30], [9, 27], [20, 15], [34, 38], [23, 34], [16, 19], [5, 38], [26, 26], [31, 38], [30, 27], [12, 13], [16, 38], [11, 37], [32, 11], [28, 12], [21, 9], [27, 37], [9, 17], [6, 17], [33, 31], [17, 8], [32, 17], [24, 18], [5, 10], [13, 25], [28, 17], [22, 24], [33, 25]]	[[35, 38], [25, 31], [25, 30], [10, 37], [6, 38], [27, 36], [31, 37], [17, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
81	[[5, 22], [9, 8], [27, 30], [9, 28], [20, 14], [34, 37], [23, 35], [16, 20], [4, 38], [26, 25], [30, 38], [31, 27], [12, 12], [16, 37], [12, 37], [32, 10], [28, 11], [22, 9], [27, 38], [9, 16], [6, 18], [32, 31], [16, 8], [32, 16], [24, 19], [4, 10], [14, 25], [28, 16], [21, 24], [34, 25]]	[[34, 38], [26, 31], [26, 30], [11, 37], [5, 38], [27, 37], [31, 38], [16, 38]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
