timestep	evaders	pursuers	evader_capture_status
42	[[8, 18], [22, 14], [7, 23], [9, 27], [24, 34], [30, 10], [17, 28], [22, 30], [18, 17], [16, 34], [18, 33], [29, 18], [31, 34], [15, 33], [24, 17], [29, 7], [19, 5], [28, 34], [13, 23], [24, 5], [36, 10], [29, 12], [24, 33], [27, 31], [15, 20], [17, 31], [30, 31], [11, 35], [20, 34], [36, 2]]	[[36, 11], [3, 37], [7, 24], [9, 28], [18, 16], [29, 8], [33, 7], [31, 10]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
43	[[8, 19], [23, 14], [7, 22], [9, 26], [24, 35], [30, 11], [18, 28], [23, 30], [18, 18], [16, 35], [19, 33], [30, 18], [31, 35], [14, 33], [23, 17], [29, 6], [19, 6], [28, 35], [13, 22], [23, 5], [36, 9], [29, 13], [24, 32], [27, 30], [15, 21], [17, 30], [29, 31], [11, 34], [20, 35], [36, 2]]	[[36, 10], [4, 37], [7, 23], [9, 27], [18, 17], [29, 7], [33, 6], [30, 10]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
44	[[9, 19], [22, 14], [7, 21], [9, 25], [24, 34], [30, 12], [19, 28], [22, 30], [18, 19], [16, 34], [19, 34], [31, 18], [31, 34], [13, 33], [24, 17], [29, 5], [19, 7], [28, 34], [13, 23], [22, 5], [36, 8], [29, 14], [25, 32], [28, 30], [15, 22], [18, 30], [30, 31], [10, 34], [20, 34], [36, 2]]	[[36, 9], [3, 37], [7, 22], [9, 26], [18, 18], [29, 6], [33, 5], [30, 11]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
45	[[10, 19], [23, 14], [7, 20], [9, 24], [24, 35], [30, 13], [19, 27], [23, 30], [18, 20], [16, 35], [18, 34], [31, 19], [32, 34], [13, 32], [25, 17], [29, 4], [19, 8], [29, 34], [14, 23], [23, 5], [36, 7], [29, 15], [24, 32], [28, 29], [16, 22], [17, 30], [31, 31], [10, 35], [21, 34], [36, 2]]	[[36, 8], [4, 37], [7, 21], [9, 25], [18, 19], [29, 5], [33, 4], [30, 12]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
46	[[11, 19], [24, 14], [7, 19], [10, 24], [24, 34], [30, 14], [20, 27], [22, 30], [19, 20], [16, 34], [19, 34], [32, 19], [33, 34], [14, 32], [25, 18], [28, 4], [19, 9], [29, 33], [14, 24], [23, 6], [36, 6], [29, 16], [25, 32], [29, 29], [16, 23], [16, 30], [31, 30], [10, 34], [20, 34], [36, 2]]	[[36, 7], [4, 36], [7, 20], [9, 24], [18, 20], [29, 4], [33, 3], [30, 13]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
47	[[12, 19], [25, 14], [7, 18], [11, 24], [24, 35], [30, 15], [19, 27], [23, 30], [20, 20], [16, 35], [18, 34], [33, 19], [34, 34], [15, 32], [25, 17], [28, 5], [18, 9], [30, 33], [15, 24], [22, 6], [36, 5], [28, 16], [25, 31], [30, 29], [16, 24], [17, 30], [32, 30], [9, 34], [21, 34], [36, 2]]	[[36, 6], [3, 36], [7, 19], [10, 24], [19, 20], [28, 4], [33, 2], [30, 14]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
48	[[13, 19], [24, 14], [7, 17], [12, 24], [24, 34], [30, 16], [20, 27], [22, 30], [21, 20], [16, 34], [19, 34], [32, 19], [35, 34], [14, 32], [25, 18], [28, 6], [17, 9], [30, 32], [15, 25], [23, 6], [36, 4], [28, 17], [26, 31], [29, 29], [17, 24], [18, 30], [33, 30], [9, 35], [20, 34], [36, 2]]	[[36, 5], [3, 37], [7, 18], [11, 24], [20, 20], [28, 5], [33, 3], [30, 15]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
49	[[13, 20], [25, 14], [7, 16], [13, 24], [23, 34], [30, 17], [21, 27], [23, 30], [22, 20], [16, 35], [18, 34], [33, 19], [34, 34], [14, 31], [24, 18], [28, 7], [17, 10], [31, 32], [16, 25], [22, 6], [36, 3], [27, 17], [26, 30], [28, 29], [17, 23], [19, 30], [34, 30], [9, 34], [21, 34], [36, 2]]	[[36, 4], [4, 37], [7, 17], [12, 24], [21, 20], [28, 6], [33, 4], [30, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
50	[[14, 20], [25, 15], [7, 15], [14, 24], [24, 34], [30, 18], [21, 28], [23, 31], [23, 20], [16, 34], [18, 33], [34, 19], [35, 34], [14, 30], [25, 18], [28, 8], [16, 10], [31, 33], [17, 25], [21, 6], [36, 2], [26, 17], [27, 30], [29, 29], [16, 23], [18, 30], [35, 30], [9, 33], [21, 35], [36, 2]]	[[36, 3], [4, 36], [7, 16], [13, 24], [22, 20], [28, 7], [33, 5], [30, 17]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
51	[[15, 20], [24, 15], [7, 14], [15, 24], [25, 34], [30, 19], [20, 28], [23, 32], [24, 20], [17, 34], [18, 32], [34, 20], [34, 34], [13, 30], [24, 18], [28, 9], [16, 11], [30, 33], [17, 26], [20, 6], [35, 2], [27, 17], [28, 30], [30, 29], [17, 23], [19, 30], [35, 29], [10, 33], [21, 34], [36, 2]]	[[36, 2], [4, 35], [7, 15], [14, 24], [23, 20], [28, 8], [33, 6], [30, 18]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
52	[[16, 20], [24, 14], [7, 13], [16, 24], [26, 34], [30, 20], [20, 27], [23, 31], [25, 20], [16, 34], [17, 32], [34, 21], [35, 34], [14, 30], [24, 17], [28, 10], [15, 11], [31, 33], [18, 26], [20, 7], [35, 3], [27, 16], [27, 30], [31, 29], [18, 23], [20, 30], [34, 29], [10, 34], [21, 35], [36, 2]]	[[35, 2], [4, 34], [7, 14], [15, 24], [24, 20], [28, 9], [33, 7], [30, 19]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
53	[[17, 20], [25, 14], [7, 12], [17, 24], [25, 34], [30, 21], [20, 28], [24, 31], [26, 20], [15, 34], [18, 32], [35, 21], [35, 33], [14, 29], [24, 16], [28, 11], [15, 12], [31, 32], [19, 26], [19, 7], [35, 4], [27, 15], [27, 31], [30, 29], [19, 23], [20, 29], [35, 29], [10, 35], [21, 34], [36, 2]]	[[35, 3], [5, 34], [7, 13], [16, 24], [25, 20], [28, 10], [33, 8], [30, 20]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
54	[[18, 20], [25, 13], [7, 11], [18, 24], [26, 34], [31, 21], [21, 28], [24, 30], [27, 20], [16, 34], [18, 31], [34, 21], [34, 33], [15, 29], [23, 16], [28, 12], [14, 12], [32, 32], [19, 27], [19, 8], [35, 5], [27, 14], [28, 31], [29, 29], [20, 23], [20, 30], [34, 29], [10, 34], [21, 35], [36, 2]]	[[35, 4], [6, 34], [7, 12], [17, 24], [26, 20], [28, 11], [33, 9], [30, 21]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
55	[[19, 20], [24, 13], [7, 10], [19, 24], [27, 34], [32, 21], [22, 28], [25, 30], [27, 19], [15, 34], [18, 32], [35, 21], [35, 33], [14, 29], [22, 16], [27, 12], [14, 13], [31, 32], [20, 27], [19, 9], [34, 5], [27, 15], [29, 31], [28, 29], [21, 23], [20, 31], [34, 28], [11, 34], [21, 34], [36, 2]]	[[35, 5], [7, 34], [7, 11], [18, 24], [27, 20], [28, 12], [33, 8], [31, 21]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
56	[[20, 20], [23, 13], [7, 9], [20, 24], [27, 35], [33, 21], [23, 28], [24, 30], [27, 18], [16, 34], [18, 31], [35, 20], [34, 33], [15, 29], [21, 16], [26, 12], [14, 14], [32, 32], [21, 27], [19, 10], [33, 5], [28, 15], [29, 32], [28, 28], [22, 23], [20, 30], [33, 28], [11, 33], [22, 34], [36, 2]]	[[34, 5], [8, 34], [7, 10], [19, 24], [27, 19], [27, 12], [34, 8], [32, 21]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
57	[[21, 20], [22, 13], [7, 8], [21, 24], [27, 34], [34, 21], [22, 28], [25, 30], [27, 17], [17, 34], [19, 31], [35, 19], [35, 33], [14, 29], [21, 17], [26, 13], [14, 15], [31, 32], [21, 26], [19, 11], [32, 5], [29, 15], [28, 32], [27, 28], [23, 23], [21, 30], [32, 28], [11, 32], [21, 34], [36, 2]]	[[33, 5], [9, 34], [7, 9], [20, 24], [27, 18], [26, 12], [33, 8], [33, 21]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
58	[[22, 20], [21, 13], [7, 7], [22, 24], [27, 35], [35, 21], [23, 28], [25, 31], [27, 16], [17, 33], [20, 31], [35, 18], [35, 32], [15, 29], [21, 16], [26, 14], [14, 16], [30, 32], [21, 27], [19, 12], [31, 5], [30, 15], [29, 32], [28, 28], [24, 23], [22, 30], [33, 28], [12, 32], [22, 34], [36, 2]]	[[32, 5], [10, 34], [7, 8], [21, 24], [27, 17], [26, 13], [32, 8], [34, 21]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
59	[[23, 20], [20, 13], [7, 6], [23, 24], [27, 34], [36, 21], [24, 28], [26, 31], [26, 16], [18, 33], [21, 31], [35, 17], [34, 32], [16, 29], [21, 17], [25, 14], [14, 17], [31, 32], [21, 28], [18, 12], [30, 5], [31, 15], [28, 32], [29, 28], [25, 23], [21, 30], [33, 29], [13, 32], [23, 34], [36, 2]]	[[31, 5], [11, 34], [7, 7], [22, 24], [27, 16], [26, 14], [31, 8], [35, 21]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
60	[[24, 20], [20, 14], [7, 5], [24, 24], [27, 35], [36, 20], [25, 28], [25, 31], [25, 16], [17, 33], [21, 32], [35, 16], [34, 33], [17, 29], [20, 17], [24, 14], [14, 16], [32, 32], [22, 28], [17, 12], [29, 5], [32, 15], [28, 33], [30, 28], [26, 23], [22, 30], [32, 29], [13, 31], [22, 34], [36, 2]]	[[30, 5], [12, 34], [7, 6], [23, 24], [26, 16], [25, 14], [30, 8], [36, 21]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
61	[[24, 21], [20, 13], [7, 4], [25, 24], [27, 34], [36, 19], [26, 28], [26, 31], [24, 16], [17, 34], [20, 32], [35, 15], [35, 33], [17, 30], [20, 18], [23, 14], [15, 16], [32, 31], [21, 28], [16, 12], [28, 5], [31, 15], [29, 33], [29, 28], [27, 23], [21, 30], [33, 29], [13, 30], [22, 35], [36, 2]]	[[29, 5], [13, 34], [7, 5], [24, 24], [25, 16], [24, 14], [30, 7], [36, 20]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
62	[[23, 21], [19, 13], [8, 4], [26, 24], [28, 34], [36, 18], [27, 28], [26, 32], [23, 16], [18, 34], [21, 32], [34, 15], [35, 32], [16, 30], [20, 19], [22, 14], [16, 16], [32, 32], [22, 28], [15, 12], [27, 5], [30, 15], [30, 33], [29, 27], [28, 23], [21, 31], [33, 28], [12, 30], [22, 34], [36, 2]]	[[28, 5], [13, 33], [7, 4], [25, 24], [24, 16], [23, 14], [30, 6], [36, 19]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
63	[[23, 20], [18, 13], [8, 5], [27, 24], [29, 34], [36, 17], [27, 29], [25, 32], [22, 16], [17, 34], [20, 32], [35, 15], [34, 32], [17, 30], [19, 19], [21, 14], [17, 16], [32, 31], [22, 29], [14, 12], [26, 5], [29, 15], [31, 33], [30, 27], [29, 23], [21, 30], [33, 29], [12, 29], [22, 35], [36, 2]]	[[27, 5], [13, 32], [8, 4], [26, 24], [23, 16], [22, 14], [30, 5], [36, 18]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
64	[[23, 21], [18, 12], [8, 6], [28, 24], [29, 35], [36, 16], [28, 29], [25, 33], [21, 16], [18, 34], [21, 32], [34, 15], [35, 32], [16, 30], [19, 20], [20, 14], [17, 17], [33, 31], [23, 29], [15, 12], [25, 5], [29, 16], [31, 34], [31, 27], [30, 23], [20, 30], [34, 29], [11, 29], [22, 34], [36, 2]]	[[26, 5], [13, 31], [8, 5], [27, 24], [22, 16], [21, 14], [30, 4], [36, 17]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
65	[[24, 21], [17, 12], [8, 7], [29, 24], [29, 34], [36, 15], [29, 29], [26, 33], [20, 16], [18, 35], [20, 32], [34, 14], [36, 32], [17, 30], [19, 21], [19, 14], [17, 18], [32, 31], [24, 29], [16, 12], [24, 5], [29, 17], [31, 33], [32, 27], [31, 23], [19, 30], [34, 28], [10, 29], [22, 35], [36, 2]]	[[25, 5], [14, 31], [8, 6], [28, 24], [21, 16], [20, 14], [29, 4], [36, 16]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
66	[[23, 21], [17, 11], [8, 8], [30, 24], [29, 35], [36, 14], [28, 29], [25, 33], [19, 16], [18, 34], [21, 32], [33, 14], [36, 31], [17, 31], [19, 22], [18, 14], [16, 18], [33, 31], [25, 29], [15, 12], [23, 5], [28, 17], [31, 34], [33, 27], [32, 23], [19, 31], [35, 28], [10, 30], [22, 34], [36, 2]]	[[24, 5], [15, 31], [8, 7], [29, 24], [20, 16], [19, 14], [28, 4], [36, 15]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
67	[[23, 22], [17, 10], [8, 9], [31, 24], [29, 34], [36, 13], [27, 29], [26, 33], [18, 16], [19, 34], [20, 32], [32, 14], [35, 31], [17, 30], [18, 22], [17, 14], [16, 19], [34, 31], [25, 30], [15, 11], [22, 5], [27, 17], [32, 34], [34, 27], [33, 23], [20, 31], [35, 27], [9, 30], [22, 35], [36, 2]]	[[23, 5], [16, 31], [8, 8], [30, 24], [19, 16], [18, 14], [27, 4], [36, 14]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
68	[[23, 21], [16, 10], [8, 10], [32, 24], [29, 35], [36, 12], [27, 30], [25, 33], [17, 16], [18, 34], [20, 33], [31, 14], [36, 31], [18, 30], [18, 23], [16, 14], [16, 20], [33, 31], [24, 30], [15, 10], [21, 5], [27, 18], [32, 35], [33, 27], [34, 23], [21, 31], [36, 27], [9, 31], [22, 34], [36, 2]]	[[22, 5], [17, 31], [8, 9], [31, 24], [18, 16], [17, 14], [27, 5], [36, 13]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
69	[[22, 21], [17, 10], [8, 11], [33, 24], [29, 34], [36, 11], [27, 31], [26, 33], [16, 16], [18, 35], [21, 33], [30, 14], [36, 30], [19, 30], [18, 24], [15, 14], [17, 20], [33, 32], [23, 30], [14, 10], [20, 5], [26, 18], [32, 34], [33, 28], [35, 23], [22, 31], [35, 27], [8, 31], [22, 35], [36, 2]]	[[21, 5], [18, 31], [8, 10], [32, 24], [17, 16], [16, 14], [28, 5], [36, 12]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
70	[[22, 22], [17, 9], [8, 12], [34, 24], [29, 35], [36, 10], [26, 31], [25, 33], [15, 16], [18, 34], [21, 34], [30, 13], [36, 29], [19, 29], [19, 24], [14, 14], [16, 20], [34, 32], [24, 30], [13, 10], [19, 5], [27, 18], [32, 35], [34, 28], [35, 22], [21, 31], [36, 27], [8, 32], [22, 34], [36, 2]]	[[20, 5], [19, 31], [8, 11], [33, 24], [16, 16], [15, 14], [28, 6], [36, 11]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
71	[[22, 23], [17, 10], [8, 13], [35, 24], [29, 34], [36, 9], [26, 32], [26, 33], [14, 16], [18, 35], [20, 34], [30, 14], [35, 29], [19, 28], [20, 24], [13, 14], [16, 21], [34, 33], [23, 30], [12, 10], [18, 5], [27, 19], [32, 34], [35, 28], [35, 21], [22, 31], [36, 26], [8, 33], [23, 34], [36, 2]]	[[19, 5], [20, 31], [8, 12], [34, 24], [15, 16], [14, 14], [27, 6], [36, 10]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
72	[[23, 23], [16, 10], [8, 14], [35, 23], [30, 34], [36, 8], [26, 31], [26, 34], [14, 17], [18, 34], [21, 34], [30, 15], [35, 30], [19, 27], [19, 24], [12, 14], [17, 21], [35, 33], [24, 30], [13, 10], [17, 5], [27, 20], [31, 34], [34, 28], [35, 20], [23, 31], [36, 25], [8, 34], [24, 34], [36, 2]]	[[18, 5], [21, 31], [8, 13], [35, 24], [14, 16], [13, 14], [27, 7], [36, 9]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
73	[[22, 23], [16, 11], [7, 14], [35, 22], [29, 34], [36, 7], [27, 31], [27, 34], [14, 18], [18, 35], [21, 35], [30, 16], [34, 30], [18, 27], [19, 25], [11, 14], [18, 21], [35, 32], [25, 30], [13, 9], [16, 5], [27, 19], [32, 34], [34, 29], [35, 19], [23, 30], [36, 26], [7, 34], [24, 35], [36, 2]]	[[17, 5], [22, 31], [8, 14], [35, 23], [14, 17], [12, 14], [27, 8], [36, 8]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
74	[[22, 24], [17, 11], [6, 14], [35, 21], [30, 34], [36, 6], [28, 31], [26, 34], [14, 19], [18, 34], [21, 34], [31, 16], [34, 31], [18, 28], [19, 24], [11, 13], [18, 20], [34, 32], [26, 30], [14, 9], [15, 5], [27, 20], [32, 35], [33, 29], [35, 18], [24, 30], [36, 25], [8, 34], [23, 35], [36, 2]]	[[16, 5], [23, 31], [7, 14], [35, 22], [14, 18], [11, 14], [28, 8], [36, 7]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
75	[[22, 23], [18, 11], [5, 14], [35, 20], [30, 33], [36, 5], [29, 31], [27, 34], [14, 20], [17, 34], [22, 34], [31, 17], [33, 31], [17, 28], [19, 25], [11, 12], [19, 20], [34, 33], [27, 30], [14, 10], [14, 5], [27, 21], [32, 34], [32, 29], [35, 17], [24, 29], [35, 25], [9, 34], [22, 35], [36, 2]]	[[15, 5], [24, 31], [6, 14], [35, 21], [14, 19], [11, 13], [28, 9], [36, 6]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
76	[[22, 24], [18, 12], [4, 14], [35, 19], [30, 34], [36, 4], [29, 30], [28, 34], [14, 21], [16, 34], [21, 34], [31, 16], [34, 31], [17, 29], [19, 24], [11, 11], [18, 20], [35, 33], [28, 30], [15, 10], [13, 5], [26, 21], [32, 35], [33, 29], [35, 16], [24, 28], [34, 25], [9, 33], [21, 35], [36, 2]]	[[14, 5], [24, 31], [5, 14], [35, 20], [14, 20], [11, 12], [28, 8], [36, 5]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
77	[[21, 24], [18, 11], [4, 15], [35, 18], [31, 34], [35, 4], [29, 31], [27, 34], [14, 22], [15, 34], [21, 33], [31, 15], [33, 31], [16, 29], [19, 25], [11, 10], [19, 20], [34, 33], [27, 30], [16, 10], [12, 5], [26, 22], [32, 34], [32, 29], [35, 15], [25, 28], [34, 26], [9, 32], [20, 35], [36, 2]]	[[13, 5], [24, 30], [4, 14], [35, 19], [14, 21], [11, 11], [28, 9], [36, 4]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
78	[[22, 24], [18, 12], [4, 16], [35, 17], [30, 34], [34, 4], [30, 31], [26, 34], [14, 23], [14, 34], [20, 33], [31, 14], [34, 31], [17, 29], [18, 25], [11, 9], [20, 20], [35, 33], [28, 30], [16, 11], [11, 5], [25, 22], [32, 35], [31, 29], [35, 14], [25, 27], [35, 26], [9, 33], [20, 34], [36, 2]]	[[12, 5], [24, 29], [4, 15], [35, 18], [14, 22], [11, 10], [28, 10], [35, 4]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
79	[[22, 23], [18, 13], [4, 17], [35, 16], [31, 34], [34, 5], [29, 31], [26, 35], [14, 24], [15, 34], [20, 32], [31, 13], [35, 31], [17, 30], [18, 26], [12, 9], [21, 20], [34, 33], [27, 30], [17, 11], [10, 5], [24, 22], [33, 35], [31, 28], [35, 13], [25, 26], [34, 26], [8, 33], [19, 34], [36, 2]]	[[11, 5], [24, 28], [4, 16], [35, 17], [14, 23], [11, 9], [28, 11], [34, 4]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
80	[[21, 23], [18, 14], [4, 18], [35, 15], [31, 35], [34, 6], [30, 31], [26, 34], [14, 25], [14, 34], [21, 32], [32, 13], [35, 30], [17, 29], [18, 27], [13, 9], [20, 20], [35, 33], [28, 30], [16, 11], [9, 5], [25, 22], [33, 34], [32, 28], [35, 12], [26, 26], [35, 26], [7, 33], [19, 35], [36, 2]]	[[10, 5], [24, 27], [4, 17], [35, 16], [14, 24], [12, 9], [29, 11], [34, 5]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
81	[[21, 24], [19, 14], [4, 19], [35, 14], [31, 34], [34, 7], [30, 30], [25, 34], [14, 26], [14, 33], [22, 32], [32, 14], [35, 29], [17, 30], [19, 27], [14, 9], [20, 19], [35, 32], [29, 30], [17, 11], [8, 5], [25, 21], [34, 34], [33, 28], [35, 11], [27, 26], [35, 25], [6, 33], [19, 34], [36, 2]]	[[9, 5], [25, 27], [4, 18], [35, 15], [14, 25], [13, 9], [30, 11], [34, 6]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
82	[[21, 23], [20, 14], [4, 20], [35, 13], [30, 34], [34, 8], [31, 30], [26, 34], [14, 27], [14, 34], [22, 33], [31, 14], [35, 28], [18, 30], [20, 27], [15, 9], [21, 19], [35, 31], [29, 31], [18, 11], [7, 5], [25, 22], [33, 34], [34, 28], [35, 10], [28, 26], [35, 24], [6, 34], [20, 34], [36, 2]]	[[8, 5], [26, 27], [4, 19], [35, 14], [14, 26], [14, 9], [30, 12], [34, 7]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
83	[[22, 23], [20, 15], [4, 21], [35, 12], [31, 34], [34, 9], [31, 29], [25, 34], [14, 28], [14, 34], [22, 32], [31, 15], [36, 28], [18, 29], [20, 28], [16, 9], [22, 19], [35, 32], [30, 31], [19, 11], [6, 5], [24, 22], [32, 34], [33, 28], [36, 10], [29, 26], [35, 23], [5, 34], [21, 34], [36, 2]]	[[7, 5], [27, 27], [4, 20], [35, 13], [14, 27], [15, 9], [30, 13], [34, 8]]	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]
